doc_id,title,path,published,summary,matched_query,xml_link,status,http_code,file
uksi_2002_1152,The Climate Change Levy (General) (Amendment) Regulations 2002,uksi/2002/1152,2002-04-24T00:00:00+01:00,These regulations amend The Climate Change Levy (General) Regulations 2001 (S.I. 2001/838) so as to make provision for an annual accounting scheme.,uksi:climate change,http://www.legislation.gov.uk/uksi/2002/1152/made/data.xml,success,200,corpus_raw\uksi_2002_1152.xml
uksi_2001_1140,The Climate Change Levy (Combined Heat and Power Stations) Prescribed Conditions and Efficiency Percentages Regulations 2001,uksi/2001/1140,2001-03-22T00:00:00+01:00,"The provisions in these Regulations, which are made under Schedule 6 to the Finance Act 2000, relate to the exemption of combined heat and power stations from climate change levy (CCL).",uksi:climate change,http://www.legislation.gov.uk/uksi/2001/1140/made/data.xml,success,200,corpus_raw\uksi_2001_1140.xml
uksi_2001_1139,The Climate Change Agreements (Energy-intensive Installations) Regulations 2001,uksi/2001/1139,2001-03-22T00:00:00+01:00,This version of the The Climate Change Agreements (Energy-intensive Installations) Regulations 2001 is published under the authority and superintendence of the Queen's Printer of Acts of Parliament and Controller of HMSO. It has been prepared to reflect the text as it was Made.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/1139/made/data.xml,success,200,corpus_raw\uksi_2001_1139.xml
uksi_2001_1138,The Climate Change Levy (Use as Fuel) Regulations 2001,uksi/2001/1138,2001-03-22T00:00:00+01:00,A supply of a taxable commodity may be exempt from climate change levy if it is received by a person who does not intend to use the commodity as fuel.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/1138/made/data.xml,success,200,corpus_raw\uksi_2001_1138.xml
uksi_2001_1137,The Climate Change Levy (Solid Fuel) Regulations 2001,uksi/2001/1137,2001-03-22T00:00:00+01:00,These Regulations provide that solid fuel with an open market value not exceeding £15 per tonne at the time it is supplied is not a taxable commodity for the purposes of climate change levy.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/1137/made/data.xml,success,200,corpus_raw\uksi_2001_1137.xml
uksi_2001_1136,The Climate Change Levy (Electricity and Gas) Regulations 2001,uksi/2001/1136,2001-03-22T00:00:00+01:00,These Regulations make provision for the proper application of climate change levy (CCL) in sectors of the electricity and gas industries.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/1136/made/data.xml,success,200,corpus_raw\uksi_2001_1136.xml
uksi_2001_838,The Climate Change Levy (General) Regulations 2001,uksi/2001/838,2001-03-09T00:00:00+01:00,These Regulations make further provision for climate change levy (CCL) following the Climate Change Levy (Registration and Miscellaneous Provisions) Regulations 2001. These Regulations have effect from the introduction of CCL on 1st April 2001.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/838/2024-04-01/data.xml,success,200,corpus_raw\uksi_2001_838.xml
uksi_2001_662,The Climate Change Agreements (Eligible Facilities) Regulations 2001,uksi/2001/662,2001-03-02T00:00:00+01:00,These Regulations provide that a facility is to be eligible for inclusion in a climate change agreement only where it is likely that at least 90% of the energy supplied to the facility will be used within an energy intensive installation.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/662/made/data.xml,success,200,corpus_raw\uksi_2001_662.xml
uksi_2001_486,The Climate Change Levy (Combined Heat and Power Stations) Exemption Certificate Regulations 2001,uksi/2001/486,2001-02-21T00:00:00+01:00,"Schedule 6 to the Finance Act 2000 contains provisions relating to the exemption of combined heat and power stations from climate change levy. Depending on the extent to which such stations satisfy prescribed conditions, they are either fully or partly exempt from levy.",uksi:climate change,http://www.legislation.gov.uk/uksi/2001/486/made/data.xml,success,200,corpus_raw\uksi_2001_486.xml
uksi_2001_7,The Climate Change Levy (Registration and Miscellaneous Provisions) Regulations 2001,uksi/2001/7,2001-01-04T00:00:00+01:00,These Regulations make provision about registration for climate change levy (CCL) and certain related matters. They take effect on 29 January 2001 in accordance with Part I.,uksi:climate change,http://www.legislation.gov.uk/uksi/2001/7/made/data.xml,success,200,corpus_raw\uksi_2001_7.xml
uksi_2026_632,The Carbon Dioxide Transport and Storage (Financing of Costs of Offshore Decommissioning) Regulations 2026,uksi/2026/632,2026-06-15T13:38:30.596636+01:00,"These Regulations make provision for the establishment of offshore decommissioning funds to meet the decommissioning costs relating to offshore carbon dioxide-related infrastructure. Obligations in respect of the decommissioning and abandonment of such infrastructure are established in other legislation – for instance, Part 4 of the Petroleum Act 1998, the Storage of Carbon Dioxide (Licensing etc.) Regulations 2010, and other licensing regulations applicable to different parts of the United Kingdom. These Regulations require security for the costs of such decommissioning obligations to be provided by way of an offshore decommissioning fund, and establish requirements for these funds in respect of the fund operational and post operations periods, as defined in regulation 2 and Schedule 1.",uksi:carbon,http://www.legislation.gov.uk/uksi/2026/632/made/data.xml,success,200,corpus_raw\uksi_2026_632.xml
uksi_2026_245,"The Merchant Shipping (Monitoring, Reporting and Verification of Carbon Dioxide Emissions) (Revocation) Regulations 2026",uksi/2026/245,2026-03-12T15:54:14.407379+01:00,These Regulations are made in exercise of the power in section 14(1) of the Retained EU Law (Revocation and Reform) Act 2023 (c. 28). This is a power to revoke secondary retained EU law without replacing it.,uksi:carbon,http://www.legislation.gov.uk/uksi/2026/245/made/data.xml,success,200,corpus_raw\uksi_2026_245.xml
uksi_2026_185,The Carbon Capture Utilisation and Storage and Offshore Hydrogen Production (Miscellaneous Amendments) Regulations 2026,uksi/2026/185,2026-03-11T17:43:48.01671+01:00,"These Regulations amend the Regulations listed below so that the requirements also apply to offshore installations that are used for carbon capture, utilisation and storage (“CCUS”) and for offshore hydrogen production.",uksi:carbon,http://www.legislation.gov.uk/uksi/2026/185/made/data.xml,success,200,corpus_raw\uksi_2026_185.xml
uksi_2025_1379,The Oil and Gas Authority (Carbon Storage and Offshore Petroleum) (Specified Periods for Disclosure of Protected Material) Regulations 2025,uksi/2025/1379,2026-01-07T18:34:17.985728+01:00,"These Regulations specify when certain carbon storage information and samples obtained by the Oil and Gas Authority (“the OGA”) under section 112 of the Energy Act 2023 (c. 52) (“the 2023 Act”) may be disclosed, and amend regulation 9 of the Oil and Gas Authority (Offshore Petroleum) (Disclosure of Protected Material after Specified Period) Regulations 2018 (S.I. 2018/898).",uksi:carbon,http://www.legislation.gov.uk/uksi/2025/1379/made/data.xml,success,200,corpus_raw\uksi_2025_1379.xml
wsi_2025_1270,The Carbon Accounting (Wales) (Amendment) Regulations 2025 / Rheoliadau Cyfrifyddu Carbon (Cymru) (Diwygio) 2025,wsi/2025/1270,2025-12-04T13:45:24.079287+01:00,"These Regulations amend the Carbon Accounting (Wales) Regulations 2018 (“the principal Regulations”). The principal Regulations make provision in respect of carbon units for the purposes of calculating the net Welsh emissions account under Part 2 of the Environment (Wales) Act 2016 (“the Act”).,Mae’r Rheoliadau hyn yn diwygio Rheoliadau Cyfrifyddu Carbon (Cymru) 2018 (“y prif Reoliadau”). Mae’r prif Reoliadau’n gwneud darpariaeth mewn cysylltiad ag unedau carbon at ddibenion cyfrifo cyfrif allyriadau net Cymru o dan Ran 2 o Ddeddf yr Amgylchedd (Cymru) 2016 (“y Ddeddf”).",uksi:carbon,http://www.legislation.gov.uk/wsi/2025/1270/made/data.xml,success,200,corpus_raw\wsi_2025_1270.xml
uksi_2025_1135,The Carbon Dioxide Transport and Storage (Licensed Operators) Administration (England and Wales) Rules 2025,uksi/2025/1135,2025-10-29T17:48:16.674737+01:00,These Rules set out the procedure for the conduct of T&S administration proceedings in England and Wales. T&S administration is a special insolvency regime specifically created for companies holding licences under section 7 of the Energy Act 2023.,uksi:carbon,http://www.legislation.gov.uk/uksi/2025/1135/made/data.xml,success,200,corpus_raw\uksi_2025_1135.xml
uksi_2025_968,The Viking CCS Carbon Dioxide Pipeline (Correction) Order 2025,uksi/2025/968,2025-08-21T16:02:35.808009+01:00,"This Order corrects correctable errors in the Viking CCS Carbon Dioxide Pipeline Order 2025 (S.I. 2025/509), a development consent order made under the Planning Act 2008 (c. 29), following a written request made under paragraph 1(5)(a) of Schedule 4 to that Act.",uksi:carbon,http://www.legislation.gov.uk/uksi/2025/968/made/data.xml,success,200,corpus_raw\uksi_2025_968.xml
uksi_2025_794,The New Heavy-Duty Vehicles (Carbon Dioxide Emission Performance Standards) (Vocational Vehicles) Regulations 2025,uksi/2025/794,2025-07-07T16:33:37.742404+01:00,These Regulations introduce a procedure to identify heavy-duty vehicles that have been misreported as vocational vehicles and to correct such misreporting for the purposes of Regulation (EU) 2019/1242.,uksi:carbon,http://www.legislation.gov.uk/uksi/2025/794/made/data.xml,success,200,corpus_raw\uksi_2025_794.xml
uksi_2025_509,The Viking CCS Carbon Dioxide Pipeline Order 2025,uksi/2025/509,2025-04-25T03:04:55.526516+01:00,"This Order authorises Chrysaor Production (U.K.) Limited (referred to in this Order as the undertaker) to construct, operate and maintain a pipeline for the transport of carbon dioxide from Immingham to Theddlethorpe. This Order imposes requirements in connection with the development and permits the undertaker to acquire, compulsorily or by agreement, land and rights in land and to use land for this purpose.",uksi:carbon,http://www.legislation.gov.uk/uksi/2025/509/2025-08-20/data.xml,success,200,corpus_raw\uksi_2025_509.xml
uksi_2025_498,The Oil and Gas Authority (Carbon Storage) (Retention of Information and Samples) Regulations 2025,uksi/2025/498,2025-04-22T16:49:09.479174+01:00,"These Regulations set out the requirements for the retention of carbon storage information and carbon storage samples by holders of carbon storage licences granted by the Oil and Gas Authority (“licensees”). “Carbon storage information” and “carbon storage samples” are defined in section 107 of the Energy Act 2023 (c. 52) and cover information, and samples, acquired or created by, or on behalf of, licensees in carrying out activities under their carbon storage licences.",uksi:carbon,http://www.legislation.gov.uk/uksi/2025/498/made/data.xml,success,200,corpus_raw\uksi_2025_498.xml
uksi_2025_367,The New Heavy-Duty Vehicles (Carbon Dioxide Emission Performance Standards) (Miscellaneous Amendments) Regulations 2025,uksi/2025/367,2025-03-21T15:39:31.965926+01:00,"These Regulations amend Regulation (EU) 2019/1242 of the European Parliament and of the Council of 20 June 2019 which sets emissions performance standards for new heavy-duty vehicles (the “HDV Regulation”) as previously amended by the New Heavy Duty Vehicles (Carbon Dioxide Emission Performance Standards) (Amendment) (EU Exit) Regulations 2020 (S.I. 2020/1402) and the Road Vehicle Carbon Dioxide Emission Performance Standards (Cars, Vans and Heavy Duty Vehicles) (Amendment) Regulations 2022 (S.I. 2022/1361). They also amend Commission Implementing Regulation (EU) 2020/1079 of 20 July 2020 on the verification and correction of data referred to in Regulation (EU) 2018/956 on the monitoring and reporting of CO2 emissions from and fuel consumption of new heavy-duty vehicles (“the Data Regulation”). The HDV Regulation and the Data Regulation are secondary assimilated law within the meaning of section 11(2)(a) of the Retained EU Law (Revocation and Reform) Act 2023 (c. 28) read with section 5(1) of that Act.",uksi:carbon,http://www.legislation.gov.uk/uksi/2025/367/made/data.xml,success,200,corpus_raw\uksi_2025_367.xml
uksi_2024_1089,The Carbon Dioxide Transport and Storage (Determination of Turnover for Penalties) Regulations 2024,uksi/2024/1089,2024-11-01T12:55:41.879339+01:00,"Paragraph 4 of Schedule 3 to the Energy Act 2023 (“the Act”) provides that where the economic regulator (the Gas and Electricity Markets Authority) is satisfied that a carbon dioxide transport and storage licence holder has contravened or is contravening any relevant condition or requirement imposed on the licence holder, the economic regulator may impose on the licence holder a penalty of such amount as is reasonable in all the circumstances of the case not exceeding 10 per cent of the licence holder’s turnover.",uksi:carbon,http://www.legislation.gov.uk/uksi/2024/1089/made/data.xml,success,200,corpus_raw\uksi_2024_1089.xml
uksi_2024_1031,The HyNet Carbon Dioxide Pipeline (Correction) Order 2024,uksi/2024/1031,2024-10-15T16:18:52.879664+01:00,"This Order corrects errors in the HyNet Carbon Dioxide Pipeline Order 2024 (S.I. 2024/436), a development consent order made under the Planning Act 2008, following a request made under paragraph 1(5)(a) of Schedule 4 to that Act.",uksi:carbon,http://www.legislation.gov.uk/uksi/2024/1031/made/data.xml,success,200,corpus_raw\uksi_2024_1031.xml
uksi_2024_688,"The Carbon Capture Revenue Support (Directions, Eligibility and Counterparty) Regulations 2024",uksi/2024/688,2024-05-23T15:01:49.578808+01:00,These Regulations make provision in connection with the offering by a carbon capture counterparty designated under section 67 of the Energy Act 2023 (“the Act”) of contracts for the capture of carbon dioxide by eligible carbon capture entities (referred to in the Act as “carbon capture revenue support contracts”). Such contracts must be offered following a direction from the Secretary of State pursuant to section 68(1) of the Act. A direction may only be given in favour of an “eligible carbon capture entity”.,uksi:carbon,http://www.legislation.gov.uk/uksi/2024/688/made/data.xml,success,200,corpus_raw\uksi_2024_688.xml
uksi_2024_687,The Carbon Dioxide Transport and Storage Revenue Support (Directions and Counterparty) Regulations 2024,uksi/2024/687,2024-05-24T11:55:20.849235+01:00,These Regulations make provision in connection with the offering by a carbon dioxide transport and storage counterparty designated under section 59(1) of the Energy Act 2023 (“the Act”) of contracts for carbon dioxide transport and storage (referred to in section 59(2) of the Act as “carbon dioxide transport and storage revenue support contracts”). Such contracts must be offered following a direction from the Secretary of State pursuant to section 60(1) of the Act.,uksi:carbon,http://www.legislation.gov.uk/uksi/2024/687/made/data.xml,success,200,corpus_raw\uksi_2024_687.xml
uksi_2024_436,The HyNet Carbon Dioxide Pipeline Order 2024,uksi/2024/436,2024-03-28T09:58:09.283254+01:00,"This Order grants development consent for, and authorises the construction, operation and maintenance of a pipeline for the transport of carbon dioxide from Ince, near Stanlow in the County of Cheshire and Chester West to the Point of Ayr Terminal, Talacre, Flintshire. This Order imposes requirements in connection with the development and authorises the compulsory purchase of land (including rights in land) and the right to use land and to override easements and other rights. A copy of the plans and book of reference referred to in this Order and certified in accordance with article 44 (certification of plans) may be inspected free of charge at the offices of Liverpool Bay CCS at Eni House, 10 Ebury Bridge Road, London SW1W 8PZ.",uksi:carbon,http://www.legislation.gov.uk/uksi/2024/436/2024-10-16/data.xml,success,200,corpus_raw\uksi_2024_436.xml
uksi_2024_70,The Drax Power Station Bioenergy with Carbon Capture and Storage Extension Order 2024,uksi/2024/70,2024-01-24T04:04:44.94898+01:00,"This Order authorises Drax Power Limited (referred to in this Order as the undertaker) to construct, operate, maintain and decommission carbon capture plant as an extension to an existing generating station and associated development. This Order would permit the undertaker to acquire, compulsorily or by the agreement, land and rights in land and to use land for this purpose.",uksi:carbon,http://www.legislation.gov.uk/uksi/2024/70/made/data.xml,success,200,corpus_raw\uksi_2024_70.xml
uksi_2023_1257,"The Car, Van and Heavy Duty Vehicle Carbon Dioxide Emissions Performance Standards (Civil Penalties and Miscellaneous Amendments) Regulations 2023",uksi/2023/1257,2023-11-24T11:35:09.10934+01:00,"These Regulations make provision for the issue of civil penalty notices in relation to fines imposed under Regulation (EU) 2018/956 of the European Parliament and of the Council on the monitoring and reporting of CO2 emissions from and fuel consumption of new heavy-duty vehicles (“Regulation (EU) 2018/956”), and excess CO2 emissions premiums imposed under Regulation (EU) 2019/1242 of the European Parliament and of the Council setting CO2 emission performance standards for new heavy-duty vehicles.",uksi:carbon,http://www.legislation.gov.uk/uksi/2023/1257/made/data.xml,success,200,corpus_raw\uksi_2023_1257.xml
uksi_2023_577,The Carbon Accounting (Determination of Excess UK Assigned Amount Units) Regulations 2023,uksi/2023/577,2023-05-25T15:47:33.197013+01:00,These Regulations make provision under section 27(5) of the Climate Change Act 2008 (c. 27) (“the Act”) in respect of 2013 to 2020 for the purposes of Part 1 of the Act.,uksi:carbon,http://www.legislation.gov.uk/uksi/2023/577/made/data.xml,success,200,corpus_raw\uksi_2023_577.xml
uksi_2023_442,The Keadby 3 (Carbon Capture Equipped Gas Fired Generating Station) (Correction) Order 2023,uksi/2023/442,2023-04-19T15:10:02.778961+01:00,"This Order corrects errors in the Keadby 3 (Carbon Capture Equipped Gas Fired Generating Station) Order 2022, which granted development consent under the Planning Act 2008, following a request made under paragraph 1(5)(a) of Schedule 4 to that Act.",uksi:carbon,http://www.legislation.gov.uk/uksi/2023/442/made/data.xml,success,200,corpus_raw\uksi_2023_442.xml
uksi_2022_1396,The Keadby 3 (Carbon Capture Equipped Gas Fired Generating Station) Order 2022,uksi/2022/1396,2022-12-28T04:02:06.645799+01:00,"This Order authorises the undertaker (referred to in this Order as the undertaker) to construct, operate and maintain a power generating station and carbon capture and compression plant. The Order permits the undertaker to acquire, compulsorily or by agreement, land and rights in land and to use land for this purpose.",uksi:carbon,http://www.legislation.gov.uk/uksi/2022/1396/2023-04-20/data.xml,success,200,corpus_raw\uksi_2022_1396.xml
uksi_2022_1361,"The Road Vehicle Carbon Dioxide Emission Performance Standards (Cars, Vans and Heavy Duty Vehicles) (Amendment) Regulations 2022",uksi/2022/1361,2022-12-20T04:04:42.075502+01:00,"These Regulations are made in exercise of the powers conferred by section 8(1) of the European Union (Withdrawal) Act 2018 (c. 16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular under paragraphs (a), (d) and (g) of section 8(2)) arising from the withdrawal of the United Kingdom from the European Union.",uksi:carbon,http://www.legislation.gov.uk/uksi/2022/1361/made/data.xml,success,200,corpus_raw\uksi_2022_1361.xml
uksi_2022_1190,The Storage of Carbon Dioxide (Amendment) (EU Exit) Regulations 2022,uksi/2022/1190,2023-07-03T00:00:00+01:00,"These Regulations make amendments using powers conferred by section 8(1) of, and paragraph 21 of Schedule 7 to, the European Union (Withdrawal) Act 2018 (c.16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular, under sections 8(2)(c) and (d)).",uksi:carbon,http://www.legislation.gov.uk/uksi/2022/1190/made/data.xml,success,200,corpus_raw\uksi_2022_1190.xml
uksi_2022_1050,The Air Navigation (Carbon Offsetting and Reduction Scheme for International Aviation) (Amendment) Order 2022,uksi/2022/1050,2022-10-19T13:10:32.953085+01:00,This Order implements the offsetting requirements for the 2021 scheme year of the Carbon Offsetting and Reduction Scheme for International Civil Aviation (CORSIA) in Volume IV of Annex 16 to the Convention on International Civil Aviation adopted by the Council of the International Civil Aviation Organisation on 27th June 2018.,uksi:carbon,http://www.legislation.gov.uk/uksi/2022/1050/made/data.xml,success,200,corpus_raw\uksi_2022_1050.xml
uksi_2022_707,The Smoke and Carbon Monoxide Alarm (Amendment) Regulations 2022,uksi/2022/707,2022-06-30T03:00:37.777461+01:00,These Regulations impose duties on landlords of residential premises in respect of smoke and carbon monoxide alarms. The Regulations amend the Smoke and Carbon Monoxide Alarm (England) Regulations 2015 (“the 2015 Regulations”) to extend the current duties and to impose such duties on landlords who are registered providers of social housing.,uksi:carbon,http://www.legislation.gov.uk/uksi/2022/707/made/data.xml,success,200,corpus_raw\uksi_2022_707.xml
uksi_2022_62,The Carbon Accounting (Provision for 2020) Regulations 2022,uksi/2022/62,2022-01-25T13:15:32.862582+01:00,"These Regulations make provision for carbon accounting in respect of 2020 for the purposes of Part 1 of the Climate Change Act 2008 (c. 27) (“the Act”). They form part of the rules for determining the net UK carbon account, defined in section 27(1) of the Act. The amount of the net UK carbon account for different periods determines whether the targets in the Act for emissions reductions have been met. These Regulations are relevant to the third carbon budget set under the Act by the Carbon Budgets Order 2009 (S.I. 2009/1259) covering 2018-2022.",uksi:carbon,http://www.legislation.gov.uk/uksi/2022/62/made/data.xml,success,200,corpus_raw\uksi_2022_62.xml
uksi_2021_1242,The Road Vehicle Carbon Dioxide Emission Performance Standards (Cars and Vans) (Miscellaneous Amendments) Regulations 2021,uksi/2021/1242,2021-11-05T17:00:10.239022+01:00,These Regulations make amendments to retained EU law relating to CO2 emission performance targets for passenger cars and light commercial vehicles (vans).,uksi:carbon,http://www.legislation.gov.uk/uksi/2021/1242/made/data.xml,success,200,corpus_raw\uksi_2021_1242.xml
uksi_2021_1169,The Competition Act 1998 (Carbon Dioxide) (Public Policy Exclusion) Order 2021,uksi/2021/1169,2021-10-22T03:04:46.103091+01:00,"This Order excludes from the Chapter I prohibition in the Competition Act 1998 (c. 41) agreements between CF and any distributor and agreements between two or more distributors which are for the purpose of preventing or mitigating disruption to the supply of CO2 to distributors, consumers and essential users in the United Kingdom.",uksi:carbon,http://www.legislation.gov.uk/uksi/2021/1169/made/data.xml,success,200,corpus_raw\uksi_2021_1169.xml
uksi_2021_898,The Road Vehicle Carbon Dioxide Emission Performance Standards (Cars and Vans) (Amendment) (EU Exit) Regulations 2021,uksi/2021/898,2021-07-28T03:03:51.813704+01:00,These Regulations amend retained EU legislation relating to CO2 emissions performance targets for passenger cars and light commercial vehicles (vans).,uksi:carbon,http://www.legislation.gov.uk/uksi/2021/898/made/data.xml,success,200,corpus_raw\uksi_2021_898.xml
uksi_2021_750,The Carbon Budget Order 2021,uksi/2021/750,2021-06-28T03:02:42.074687+01:00,This Order sets the carbon budget for the 2033-2037 budgetary period at 965 million tonnes of carbon dioxide equivalent. Carbon budgets set a cap on the maximum level of the net UK carbon account for each five-year budgetary period. The net UK carbon account is defined in section 27 of the Climate Change Act 2008.,uksi:carbon,http://www.legislation.gov.uk/uksi/2021/750/made/data.xml,success,200,corpus_raw\uksi_2021_750.xml
uksi_2021_534,The Air Navigation (Carbon Offsetting and Reduction Scheme for International Aviation) Order 2021,uksi/2021/534,2021-05-28T00:00:00+01:00,"This Order implements the monitoring, reporting and verification requirements of the Carbon Offsetting and Reduction Scheme for International Civil Aviation (CORSIA) in Volume IV of Annex 16 to the Convention on Civil Aviation adopted by the Council of the International Civil Aviation Organisation on 27 June 2018.",uksi:carbon,http://www.legislation.gov.uk/uksi/2021/534/2023-12-20/data.xml,success,200,corpus_raw\uksi_2021_534.xml
uksi_2021_189,The Carbon Accounting (Provision for 2019) Regulations 2021,uksi/2021/189,2021-02-26T12:50:35.156578+01:00,"These Regulations make provision for carbon accounting in respect of 2019 for the purposes of Part 1 of the Climate Change Act 2008 (c. 27) (“the Act”). They form part of the rules for determining the net UK carbon account – defined in section 27(1) of the Act. The amount of the net UK carbon account for different periods determines whether the targets in the Act for emissions reductions have been met. These Regulations are relevant to the third carbon budget set under the Act, by the Carbon Budgets Order 2009 (S.I. 2009/1259), covering 2018-2022.",uksi:carbon,http://www.legislation.gov.uk/uksi/2021/189/made/data.xml,success,200,corpus_raw\uksi_2021_189.xml
uksi_2020_1418,The Road Vehicle Carbon Dioxide Emission Performance Standards (Cars and Vans) (Amendment) (EU Exit) Regulations 2020,uksi/2020/1418,2020-12-07T04:02:37.079349+01:00,"These Regulations are made in exercise of the powers conferred by section 8(1) of the European Union (Withdrawal) Act 2018 (c. 16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular under section 8(2)(b), (c), and (g)) arising from the withdrawal of the UK from the European Union.",uksi:carbon,http://www.legislation.gov.uk/uksi/2020/1418/made/data.xml,success,200,corpus_raw\uksi_2020_1418.xml
uksi_2020_1402,The New Heavy Duty Vehicles (Carbon Dioxide Emission Performance Standards) (Amendment) (EU Exit) Regulations 2020,uksi/2020/1402,2020-12-04T04:02:27.015968+01:00,"These Regulations are made in exercise of the powers conferred by section 8(1) of the European Union (Withdrawal) Act 2018 (c. 16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular under section 8(2)(a), (b), (c), and (g)) arising from the withdrawal of the UK from the European Union.",uksi:carbon,http://www.legislation.gov.uk/uksi/2020/1402/made/data.xml,success,200,corpus_raw\uksi_2020_1402.xml
uksi_2020_115,The Carbon Accounting (Provision for 2018) Regulations 2020,uksi/2020/115,2020-02-06T13:15:57.902203+01:00,"These Regulations make provision for carbon accounting in respect of 2018 for the purposes of Part 1 of the Climate Change Act 2008 (“the Act”). They form part of the rules for determining the net UK carbon account – defined in section 27(1) of the Act. The amount of the net UK carbon account for different periods determines whether the targets in the Act for emissions reductions have been met. These Regulations are relevant to the third carbon budget set under the Act, covering 2018-2022.",uksi:carbon,http://www.legislation.gov.uk/uksi/2020/115/made/data.xml,success,200,corpus_raw\uksi_2020_115.xml
uksi_2019_550,The Road Vehicle Carbon Dioxide Emission Performance Standards (Cars and Vans) (Amendment) (EU Exit) Regulations 2019,uksi/2019/550,2019-03-15T04:01:27.223141+01:00,"These Regulations are made in exercise of the powers conferred by section 8(1) of the European Union (Withdrawal) Act 2018 (c. 16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular under section 8(2)(b), (c), and (g)) arising from the withdrawal of the UK from the European Union.",uksi:carbon,http://www.legislation.gov.uk/uksi/2019/550/2020-12-31/data.xml,success,200,corpus_raw\uksi_2019_550.xml
uksi_2019_544,The Storage of Carbon Dioxide (Amendment and Power to Modify) (EU Exit) Regulations 2019,uksi/2019/544,2019-03-14T04:03:52.489881+01:00,"These Regulations are made in exercise of the powers conferred by section 8(1) of the European Union (Withdrawal) Act 2018 (c. 16) in order to address failures of retained EU law to operate effectively and other deficiencies (in particular under paragraphs (a), (b), (c), (d), (f) and (g) of section 8(2) of the 2018 Act) arising from the withdrawal of the UK from the European Union. Part 3 of these Regulations is made in exercise of the powers conferred by section 2(2) of the European Communities Act 1972 (c. 68) and makes other minor corrections (which come into force before exit day).",uksi:carbon,http://www.legislation.gov.uk/uksi/2019/544/2020-12-31/data.xml,success,200,corpus_raw\uksi_2019_544.xml
wsi_2019_294,The Carbon Capture Readiness (Electricity Generating Stations) (Amendment) (Wales) Regulations 2019 / Rheoliadau Parodrwydd i Ddal Carbon (Gorsafoedd Cynhyrchu Trydan) (Diwygio) (Cymru) 2019,wsi/2019/294,2019-02-20T15:32:13.400588+01:00,"These Regulations amend the Carbon Capture Readiness (Electricity Generating Stations) Regulations 2013 (“the 2013 Regulations”) as a result of the devolution, by the Wales Act 2017, of energy consenting functions in relation to electricity generating stations in Wales which have or will have a capacity not exceeding 350 megawatts.,Mae’r Rheoliadau hyn yn diwygio Rheoliadau Parodrwydd i Ddal Carbon (Gorsafoedd Cynhyrchu Trydan) 2013 (“Rheoliadau 2013”) o ganlyniad i’r datganoliad, gan Ddeddf Cymru 2017, o swyddogaethau cydsynio ym maes ynni mewn perthynas â gorsafoedd cynhyrchu trydan yng Nghymru, y mae neu y bydd ganddynt gapasiti nad yw’n fwy na 350 o fegawatiau.",uksi:carbon,http://www.legislation.gov.uk/wsi/2019/294/made/data.xml,success,200,corpus_raw\wsi_2019_294.xml
uksi_2018_1388,"The Merchant Shipping (Monitoring, Reporting and Verification of Carbon Dioxide Emissions) (Amendment) (EU Exit) Regulations 2018 (revoked)",uksi/2018/1388,2018-12-21T04:00:50.073453+01:00,These Regulations are made in exercise of the powers in section 8 of the European Union (Withdrawal) Act 2018 (c.16) in order to address failures of retained EU law to operate effectively and other deficiencies arising from the withdrawal of the United Kingdom from the European Union.,uksi:carbon,http://www.legislation.gov.uk/uksi/2018/1388/2026-04-03/data.xml,success,200,corpus_raw\uksi_2018_1388.xml
wsi_2018_1301,The Carbon Accounting (Wales) Regulations 2018 / Rheoliadau Cyfrifyddu Carbon (Cymru) 2018,wsi/2018/1301,2018-12-06T04:02:08.740007+01:00,"These Regulations make provision about carbon accounting and carbon units for the purposes of calculating the net Welsh emissions account under Part 2 of the Environment (Wales) Act 2016.,Mae’r Rheoliadau hyn yn gwneud darpariaeth ynghylch cyfrifyddu carbon ac unedau carbon at ddibenion cyfrifo cyfrif allyriadau net Cymru o dan Ran 2 o Ddeddf yr Amgylchedd (Cymru) 2016.",uksi:carbon,http://www.legislation.gov.uk/wsi/2018/1301/2025-12-05/data.xml,success,200,corpus_raw\wsi_2018_1301.xml
